วันที่,เวลา,รหัสสินค้า,ชื่อเมนู,จำนวน,ราคาต่อหน่วย,ยอดรวม,ช่องทาง,รหัสสมาชิก
2026-07-19,12:43,B01,ครัวซองต์เนยสด,2,65,130,หน้าร้าน,
2026-07-19,12:44,B01,ครัวซองต์เนยสด,3,65,195,Grab,
2026-07-19,13:40,B04,คุกกี้ช็อกโกแลตชิพ,2,35,70,หน้าร้าน,
2026-07-19,13:44,B01,ครัวซองต์เนยสด,1,65,65,Grab,
2026-07-19,14:04,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,M023
2026-07-19,14:17,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,M007
2026-07-19,14:44,C03,ลาเต้เย็น,2,70,140,Grab,
2026-07-19,15:29,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-07-19,15:37,B04,คุกกี้ช็อกโกแลตชิพ,2,35,70,หน้าร้าน,
2026-07-19,16:04,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-07-19,16:34,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-19,17:15,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-20,07:47,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M025
2026-07-20,07:55,N04,น้ำส้มคั้นสด,2,50,100,หน้าร้าน,M021
2026-07-20,08:30,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,M007
2026-07-20,09:07,N03,โกโก้เย็น,2,65,130,Grab,
2026-07-20,09:10,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-20,09:20,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,M009
2026-07-20,09:26,C06,กาแฟโบราณ (เอสเย็น),1,45,45,Grab,
2026-07-20,09:36,C02,อเมริกาโน่เย็น,2,60,120,Grab,
2026-07-20,10:02,N02,มัทฉะลาเต้,3,85,255,Grab,
2026-07-20,10:19,C01,เอสเพรสโซ่,1,55,55,Grab,
2026-07-20,10:40,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,
2026-07-20,11:10,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-07-20,11:20,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-20,12:42,N04,น้ำส้มคั้นสด,1,50,50,Grab,
2026-07-20,16:49,C02,อเมริกาโน่เย็น,1,60,60,LINE MAN,
2026-07-20,17:36,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-07-20,17:36,N02,มัทฉะลาเต้,2,85,170,หน้าร้าน,
